name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Robert Bawa,37,171,slim,startup,39.15,169.48,professional,buddhist,obc,no,bark,101.51
Rushil Goswami,38,170,avrage,government job,4.15,18.38,business,muslim,general,yes,very fair,43.93
Samaksh Soni,46,182,athletic,government job,11.78,390.93,agriculture,buddhist,sc,no,wheatish,57.78
Atharv Pathak,32,168,heavy,private job,15.59,323.76,service,christin,st,yes,wheatish,100.22
Amol Rai,28,194,athletic,business,4.12,85.06,service,christin,obc,no,very fair,79.16
Yagnesh Mannan,25,178,athletic,business,9.16,409.13,politics,muslim,obc,yes,fair,142.38
Jagat Yohannan,27,155,avrage,private job,15.07,113.01,business,jain,obc,yes,very fair,75.81
Bakhshi Venkataraman,42,171,heavy,private job,24.3,93.84,agriculture,hindu,sc,yes,wheatish,33.37
Wridesh Gole,25,173,slim,self employee,25.11,180.81,agriculture,hindu,obc,yes,very fair,97.28
Gabriel Bhasin,36,156,heavy,business,37.67,63.34,agriculture,christin,obc,no,wheatish,77.44
Bahadurjit Chokshi,31,178,athletic,startup,21.32,446.22,politics,sikh,general,no,very fair,134.97
Jackson Chander,38,180,heavy,government job,36.16,363.48,agriculture,hindu,general,no,wheatish,12.79
Ayush Salvi,29,192,athletic,private job,39.23,404.42,business,buddhist,general,yes,bark,25.47
Frado Banik,45,192,avrage,self employee,11.18,392.58,business,hindu,st,no,very fair,139.77
Madhav Madan,41,167,athletic,business,36.77,453.99,service,jain,sc,no,wheatish,13.06
Girindra Chaudhary,47,186,avrage,startup,14.43,237.4,politics,buddhist,sc,no,very fair,85.65
Krish Chokshi,25,200,slim,business,39.28,164.79,agriculture,christin,obc,yes,bark,21.22
Karan More,34,183,slim,self employee,11.0,337.87,politics,muslim,sc,yes,very fair,30.64
Lohit Apte,45,161,avrage,government job,24.82,397.32,business,muslim,obc,yes,wheatish,108.18
Anthony Kara,46,181,heavy,business,39.52,55.3,business,muslim,obc,no,fair,68.49
Chatura Loyal,37,172,athletic,business,37.42,488.61,politics,buddhist,st,yes,fair,141.78
Utkarsh Jha,40,200,heavy,self employee,26.53,418.69,agriculture,muslim,sc,no,wheatish,66.72
Girish Kala,40,172,avrage,business,36.79,411.73,professional,jain,sc,no,bark,68.2
Daksh Randhawa,26,197,heavy,government job,35.23,223.37,service,jain,obc,yes,bark,148.17
Christopher Saxena,23,186,athletic,startup,30.19,51.69,professional,muslim,st,yes,wheatish,120.85
Wridesh Sama,42,166,avrage,private job,29.33,377.81,agriculture,christin,st,no,very fair,132.56
Advik Bora,36,196,heavy,business,29.58,49.35,business,hindu,obc,yes,fair,80.3
Omkaar Kapur,39,164,slim,business,14.91,230.72,agriculture,buddhist,obc,yes,wheatish,91.11
Finn Som,32,173,avrage,government job,30.18,68.96,politics,jain,sc,yes,fair,43.44
Hritik Dutt,47,171,avrage,self employee,39.38,201.0,professional,muslim,st,yes,bark,28.22
Dalbir Sathe,48,165,slim,self employee,9.23,164.83,politics,muslim,st,yes,wheatish,56.84
Aryan Wagle,40,173,slim,government job,13.76,209.59,service,sikh,st,yes,very fair,72.4
Neel Wason,24,175,slim,self employee,11.43,67.91,service,muslim,obc,no,very fair,55.48
Zaid Garg,39,155,heavy,startup,28.73,433.95,professional,sikh,obc,no,fair,138.62
Rachit Mani,21,189,heavy,startup,17.99,368.85,agriculture,christin,general,no,very fair,47.43
Banjeet Sarma,25,169,athletic,business,10.92,391.95,politics,sikh,obc,no,bark,38.75
Darsh Kaul,22,161,slim,self employee,18.48,66.51,politics,sikh,st,no,wheatish,119.92
Kabir Lad,21,175,avrage,startup,35.01,396.78,politics,christin,general,yes,wheatish,43.47
Sathvik Bandi,36,184,avrage,government job,23.05,391.04,business,sikh,sc,no,wheatish,121.38
Samaksh Mani,27,155,avrage,government job,26.95,397.09,professional,muslim,obc,no,bark,63.82
Frederick Bhatnagar,38,181,heavy,government job,26.99,201.07,professional,muslim,general,no,fair,147.61
Tristan Soni,28,189,athletic,government job,36.2,128.13,agriculture,hindu,obc,yes,fair,39.25
Harshil Kamdar,45,194,avrage,private job,13.58,50.07,politics,sikh,obc,yes,bark,47.95
Caleb Kanda,30,186,avrage,business,19.67,88.8,professional,muslim,obc,no,very fair,31.15
Reyansh Vohra,47,195,athletic,self employee,15.39,27.15,business,sikh,general,yes,fair,125.85
Ronith Bajaj,30,175,slim,private job,4.55,193.61,professional,buddhist,general,yes,very fair,36.05
Abdul Bahri,26,181,athletic,business,21.93,246.58,politics,muslim,sc,no,very fair,23.08
Luke Chopra,27,188,slim,startup,10.13,196.83,business,muslim,sc,yes,fair,45.55
Gautam Memon,31,173,avrage,private job,38.45,105.07,business,sikh,obc,yes,wheatish,67.07
Azad Gole,31,199,avrage,private job,3.27,180.43,professional,buddhist,obc,no,very fair,100.48
Chakradev Natarajan,44,172,avrage,startup,35.75,462.44,professional,hindu,general,no,fair,112.6
Jacob Mistry,47,163,avrage,business,27.99,62.15,politics,christin,st,yes,wheatish,113.66
Nihal Barad,32,187,heavy,startup,34.33,38.61,service,sikh,sc,no,wheatish,135.91
Oscar Ahuja,47,196,avrage,private job,23.25,447.26,service,sikh,general,no,bark,33.81
Onkar Kannan,46,163,slim,government job,22.79,118.21,service,buddhist,general,yes,wheatish,43.89
Isaac Purohit,29,176,avrage,startup,24.42,92.66,agriculture,buddhist,st,yes,fair,20.67
Farhan Mistry,23,176,slim,business,17.01,54.82,professional,hindu,obc,no,bark,102.68
Pranit Dhar,44,171,athletic,government job,31.91,161.6,professional,sikh,st,yes,bark,18.28
Kabir Cheema,48,167,avrage,startup,12.51,26.91,politics,muslim,obc,yes,bark,90.38
Tristan Bassi,48,197,athletic,self employee,9.68,103.38,politics,muslim,sc,no,bark,42.2
Baljiwan Mohan,42,184,heavy,government job,5.87,295.03,service,sikh,obc,no,bark,65.98
Anmol Keer,38,162,heavy,startup,32.23,289.23,service,hindu,sc,no,bark,36.94
Yagnesh Kibe,23,192,avrage,startup,11.69,434.58,business,jain,obc,no,bark,46.28
Kevin Sule,23,171,athletic,business,37.02,276.34,business,buddhist,obc,yes,wheatish,40.76
Jeet Contractor,34,197,slim,government job,26.26,331.22,service,sikh,obc,no,bark,24.55
Abhiram Agrawal,42,172,athletic,private job,9.73,69.51,service,muslim,sc,yes,bark,107.66
Alexander Sundaram,32,174,heavy,startup,33.76,14.69,business,christin,st,no,very fair,146.36
Fiyaz Chhabra,34,176,athletic,startup,20.46,42.67,service,christin,general,no,very fair,64.32
Hredhaan Gour,29,158,slim,private job,36.77,409.35,service,jain,general,no,fair,21.34
Karan Oommen,28,183,athletic,private job,37.59,96.28,politics,jain,obc,no,bark,126.73
Anmol Morar,41,170,slim,self employee,32.69,16.47,agriculture,sikh,general,no,very fair,139.84
Patrick Naidu,26,157,athletic,government job,18.69,97.25,agriculture,jain,st,yes,fair,89.82
Parth Oza,34,173,avrage,government job,15.77,202.76,business,muslim,general,no,very fair,90.83
Thomas Tata,41,196,slim,private job,37.48,40.37,politics,muslim,sc,no,wheatish,108.75
Gagan Saran,41,157,heavy,business,4.15,77.95,politics,buddhist,st,no,bark,82.15
Kabir Master,21,180,slim,private job,25.23,277.36,business,muslim,obc,yes,wheatish,71.38
Upkaar Rajan,21,174,athletic,private job,25.46,411.05,politics,sikh,sc,yes,wheatish,118.8
Ryan Sanghvi,26,189,avrage,startup,21.71,36.16,agriculture,sikh,st,yes,wheatish,24.1
Liam Agate,29,174,athletic,startup,13.65,28.33,business,jain,st,yes,fair,32.15
Rishi Padmanabhan,46,194,slim,business,37.56,182.0,professional,hindu,st,no,wheatish,15.01
Dakshesh Oak,48,169,heavy,business,3.2,235.83,agriculture,hindu,general,no,wheatish,110.56
Manan Sagar,39,170,avrage,government job,28.46,24.81,professional,jain,obc,no,bark,13.5
Tanay Raman,21,191,slim,self employee,28.76,391.79,agriculture,christin,st,no,very fair,125.03
Jagdish Rajagopal,26,166,slim,private job,14.81,363.79,service,jain,obc,no,bark,16.87
Yash Devi,23,187,athletic,startup,20.65,497.74,service,muslim,sc,no,wheatish,139.96
Patrick Gera,22,188,slim,private job,3.71,23.09,service,hindu,sc,no,wheatish,139.01
Andrew Shankar,41,172,avrage,startup,14.43,62.25,politics,buddhist,sc,yes,very fair,126.62
Imaran Mandal,24,178,slim,self employee,31.72,376.78,agriculture,muslim,sc,yes,very fair,121.03
Gabriel Ahuja,21,171,avrage,business,16.91,484.49,service,buddhist,obc,yes,bark,46.49
Oliver Chad,22,197,slim,self employee,18.16,261.73,politics,jain,st,yes,very fair,127.46
Manan Barad,22,183,athletic,private job,16.77,420.04,service,sikh,sc,yes,fair,41.06
Kevin Prabhakar,42,185,avrage,startup,29.38,366.49,professional,buddhist,general,yes,fair,16.05
Udant Mukhopadhyay,46,167,slim,business,29.84,359.61,politics,hindu,st,no,bark,25.31
Anay Hari,46,155,athletic,startup,11.45,183.52,professional,buddhist,st,yes,fair,68.39
Balveer Aggarwal,25,158,slim,government job,25.63,150.91,service,jain,sc,yes,fair,122.13
Xavier Raman,47,182,athletic,startup,22.82,191.7,service,jain,st,yes,very fair,27.16
Advay Chadha,36,182,slim,self employee,34.52,321.12,service,muslim,st,no,wheatish,61.99
Jatin Agate,21,160,slim,private job,6.58,35.08,service,buddhist,general,no,very fair,148.3
Dalbir Gour,35,179,avrage,self employee,32.32,258.55,professional,hindu,st,no,fair,64.55
Gopal Sarkar,46,193,athletic,self employee,3.7,177.08,service,christin,general,yes,fair,143.04
Udarsh Dixit,34,169,athletic,private job,16.04,74.76,service,muslim,sc,no,bark,84.81
Robert Sahota,45,163,heavy,government job,18.78,490.77,service,hindu,general,yes,bark,84.71
Udant Acharya,48,192,avrage,government job,20.66,438.92,business,muslim,obc,yes,very fair,48.38
Fariq Keer,46,160,athletic,private job,7.27,189.64,service,sikh,obc,yes,wheatish,114.86
Saksham Sheth,37,177,slim,private job,28.69,228.31,professional,buddhist,general,yes,bark,97.08
Advaith Tella,29,181,slim,private job,4.94,213.49,professional,jain,obc,yes,wheatish,39.63
Jacob Gour,45,179,heavy,government job,29.8,431.16,politics,sikh,obc,no,wheatish,102.63
Fitan Tandon,22,165,slim,self employee,32.07,131.75,professional,hindu,st,yes,wheatish,79.45
Imaran Halder,31,163,slim,business,27.86,94.35,agriculture,christin,general,yes,wheatish,21.62
Zashil Ganesan,26,178,avrage,startup,37.88,266.49,professional,muslim,general,yes,bark,34.8
Nathan Bhatti,48,177,athletic,startup,36.44,51.9,service,sikh,st,yes,wheatish,60.53
Dominic Kar,33,191,slim,startup,11.31,147.72,service,muslim,general,no,very fair,93.15
Onveer Sunder,33,184,slim,self employee,24.77,36.93,agriculture,jain,obc,yes,very fair,49.81
Indrajit Rege,22,186,heavy,startup,38.42,412.51,politics,sikh,obc,no,very fair,80.34
Parth Choudhury,39,168,athletic,self employee,33.57,191.82,service,sikh,general,no,bark,47.34
Neel Amble,39,159,athletic,private job,33.54,250.36,business,muslim,sc,yes,fair,10.55
Girish Buch,30,173,slim,government job,3.27,245.15,professional,sikh,obc,yes,bark,13.8
Chatresh Naidu,32,174,athletic,self employee,7.32,34.24,politics,hindu,st,no,fair,55.55
Qadim Kaur,40,162,heavy,self employee,37.42,72.27,politics,jain,obc,no,fair,42.15
Samuel Salvi,22,167,slim,business,11.75,171.77,business,hindu,sc,no,very fair,31.62
Gavin Das,33,197,slim,startup,24.99,268.95,business,jain,general,no,very fair,85.43
Xavier Parmer,40,198,avrage,government job,10.07,380.1,business,christin,st,no,fair,58.85
Tejas Munshi,36,162,athletic,private job,32.13,281.51,service,sikh,obc,yes,bark,103.37
Victor Ramachandran,26,161,slim,startup,38.82,185.94,professional,buddhist,st,no,wheatish,43.39
Sarthak Pillai,42,197,heavy,self employee,34.74,380.89,business,jain,obc,yes,wheatish,138.6
Maanav Keer,26,175,heavy,government job,20.76,147.47,politics,muslim,sc,yes,fair,127.07
Fiyaz Banerjee,29,184,athletic,government job,24.52,111.96,politics,hindu,general,yes,very fair,64.18
Wazir Mistry,44,178,slim,government job,21.85,382.92,service,muslim,st,yes,very fair,46.59
Nakul Rattan,21,160,avrage,private job,25.42,39.45,agriculture,muslim,obc,yes,wheatish,105.38
Maanav Reddy,25,165,athletic,private job,29.19,389.78,politics,hindu,general,yes,very fair,71.76
Charan Dash,24,180,slim,self employee,33.8,375.59,business,hindu,general,yes,wheatish,134.39
Kai Sharaf,43,198,heavy,business,36.2,34.62,professional,jain,obc,no,bark,144.53
Indrajit Sandhu,43,188,heavy,startup,31.97,326.16,agriculture,jain,st,yes,bark,95.33
Harsh Vaidya,27,193,athletic,government job,17.55,204.4,agriculture,christin,obc,no,very fair,123.23
Isaiah Patil,36,187,heavy,business,34.71,490.83,agriculture,buddhist,st,no,fair,56.32
Brijesh Karpe,32,183,slim,private job,38.76,190.99,politics,hindu,sc,yes,fair,74.75
Advaith Som,34,192,heavy,government job,22.05,189.05,politics,christin,st,no,very fair,43.94
Advaith Pandey,36,187,athletic,private job,32.81,244.05,politics,hindu,sc,yes,very fair,15.2
Kai Mishra,44,174,heavy,business,21.1,491.0,agriculture,sikh,general,no,fair,21.72
Falan Banerjee,32,160,slim,self employee,27.27,485.7,professional,hindu,sc,no,wheatish,110.64
Wridesh Kala,38,165,slim,government job,23.56,349.73,politics,muslim,obc,yes,bark,54.14
Ansh D’Alia,37,198,athletic,business,21.25,475.72,politics,jain,st,no,wheatish,121.11
Warjas Kota,34,191,athletic,startup,26.48,335.15,agriculture,christin,obc,yes,fair,123.13
Abhimanyu Divan,21,199,heavy,government job,37.99,482.63,professional,sikh,st,yes,very fair,85.85
Abeer Vyas,40,196,heavy,government job,6.26,10.93,politics,jain,obc,no,wheatish,149.04
Simon Lata,43,173,slim,government job,27.65,193.28,business,sikh,general,yes,bark,70.38
Michael Chandra,45,171,heavy,government job,20.04,285.54,agriculture,muslim,general,no,bark,146.92
Utkarsh Pathak,37,197,slim,startup,25.13,443.19,professional,jain,st,yes,very fair,147.11
David Varughese,42,184,athletic,government job,28.35,35.09,professional,sikh,obc,no,bark,132.45
Ethan Bhagat,33,194,avrage,business,34.17,190.52,business,jain,general,no,bark,49.67
Ikbal Walia,48,155,avrage,self employee,8.99,460.67,business,muslim,obc,yes,very fair,45.27
Karan Manne,39,176,heavy,business,33.35,466.51,politics,sikh,sc,yes,very fair,67.88
Jeremiah Din,33,156,athletic,business,17.53,118.47,professional,muslim,st,no,wheatish,93.72
Girik Gade,44,166,heavy,startup,34.16,178.77,professional,christin,sc,no,fair,148.11
Oscar Palan,29,179,avrage,private job,14.18,140.35,agriculture,muslim,obc,no,fair,88.12
Orinder Tank,24,170,avrage,startup,11.77,410.99,agriculture,hindu,st,no,wheatish,13.09
Faraj Prashad,39,195,slim,government job,37.92,404.38,politics,hindu,general,no,wheatish,122.34
Abeer Barad,34,164,athletic,business,18.46,425.05,agriculture,buddhist,obc,no,wheatish,91.6
Vivaan Biswas,26,163,athletic,private job,22.63,40.51,business,hindu,sc,no,fair,140.53
Wriddhish Chopra,45,159,avrage,business,6.35,264.92,business,buddhist,obc,no,wheatish,98.61
Vincent Ghose,34,155,heavy,private job,28.4,222.64,agriculture,muslim,general,no,very fair,90.25
Anthony Cherian,21,158,athletic,self employee,13.7,492.55,politics,sikh,general,no,very fair,41.17
Jairaj Rajan,26,160,heavy,business,15.84,378.0,service,jain,obc,no,fair,97.75
Jason Karan,48,157,heavy,private job,17.17,209.9,agriculture,buddhist,sc,no,wheatish,69.05
Girik Yogi,46,189,slim,startup,27.79,274.72,business,buddhist,sc,yes,very fair,64.13
Zaid Sood,48,183,slim,private job,14.79,25.9,agriculture,sikh,obc,yes,wheatish,77.5
Hredhaan Gopal,27,176,avrage,startup,37.93,160.99,agriculture,hindu,obc,yes,bark,121.12
Balendra Vohra,29,174,slim,government job,36.99,189.57,business,jain,obc,yes,fair,94.77
Farhan Kade,45,182,avrage,self employee,13.22,233.89,business,hindu,obc,yes,very fair,129.52
Vincent Chaudhary,30,196,slim,business,8.71,164.85,agriculture,hindu,sc,no,fair,115.06
Noah Devi,40,156,athletic,government job,5.48,118.47,business,buddhist,st,no,very fair,46.76
Logan Sampath,46,161,avrage,business,29.54,367.46,service,sikh,general,yes,fair,48.17
Ekavir Wali,37,183,avrage,government job,34.52,255.31,business,sikh,general,no,very fair,79.65
Vincent Lad,43,163,heavy,self employee,22.96,11.61,agriculture,buddhist,sc,no,fair,146.57
Orinder Varughese,32,167,athletic,private job,12.62,249.47,service,muslim,st,yes,wheatish,99.32
Nitesh Malhotra,45,197,slim,private job,7.95,136.4,business,christin,general,no,bark,148.04
Peter Sharaf,35,190,athletic,private job,28.99,180.42,professional,sikh,st,no,wheatish,48.73
Daniel Mammen,46,181,slim,startup,19.58,112.47,professional,sikh,st,yes,bark,51.16
Aayush Badal,22,174,slim,government job,28.14,226.51,agriculture,buddhist,sc,no,bark,97.05
Xavier Sarma,33,175,heavy,private job,4.87,296.29,professional,buddhist,general,no,fair,16.18
Vivaan Goel,40,175,heavy,self employee,33.55,497.19,politics,sikh,st,yes,wheatish,41.53
Victor Lad,47,190,avrage,startup,24.21,193.43,business,jain,sc,no,very fair,37.32
Ekbal Modi,30,182,avrage,business,10.51,198.43,politics,jain,st,yes,fair,115.76
Ranveer Thakur,36,170,athletic,private job,16.25,41.47,business,sikh,st,no,very fair,99.02
Mitesh Master,39,179,heavy,private job,21.54,452.84,professional,hindu,sc,yes,fair,89.84
Maanav Swaminathan,38,178,heavy,private job,20.69,229.41,professional,hindu,obc,yes,fair,52.87
Anmol Brar,28,194,heavy,private job,19.64,104.05,business,christin,sc,no,fair,114.16
Orinder Acharya,30,199,heavy,self employee,9.54,195.28,business,christin,obc,yes,wheatish,122.42
Aarush Varkey,32,180,slim,business,28.35,89.65,agriculture,muslim,st,no,fair,60.81
Aryan Parikh,23,194,heavy,self employee,3.3,55.97,service,sikh,sc,no,very fair,90.49
Xavier Kalita,38,194,avrage,government job,26.16,470.68,service,jain,general,yes,wheatish,104.6
Frederick Raman,30,180,heavy,self employee,12.86,231.02,business,buddhist,sc,yes,very fair,62.64
Max Saxena,44,163,heavy,business,38.29,88.78,service,muslim,sc,yes,very fair,127.85
Tarak Suresh,34,172,heavy,startup,33.12,311.98,business,sikh,st,no,very fair,123.51
Jatin Lad,32,163,avrage,business,14.28,134.92,agriculture,muslim,general,no,very fair,112.49
Matthew Bail,38,169,slim,private job,24.13,387.6,agriculture,sikh,general,no,bark,59.08
Jairaj Dugar,42,183,athletic,business,27.33,300.78,professional,jain,st,yes,fair,122.65
Udant Kumar,48,194,heavy,government job,7.34,475.64,business,buddhist,st,yes,very fair,109.25
Farhan Pillai,24,188,avrage,self employee,8.88,64.38,agriculture,jain,general,yes,wheatish,60.53
Jeet Ray,27,178,slim,self employee,10.06,25.96,professional,muslim,general,no,fair,13.81
Wriddhish Butala,24,196,athletic,business,21.99,51.06,agriculture,christin,general,yes,very fair,37.0
Zayan De,43,156,heavy,startup,16.54,21.87,politics,jain,obc,no,fair,17.7
Rishi Purohit,47,168,slim,private job,14.32,499.23,professional,buddhist,st,no,very fair,149.9
Jacob Sinha,46,192,avrage,startup,4.41,237.42,service,jain,general,yes,bark,143.82
Tejas Varghese,45,171,slim,private job,26.89,414.3,agriculture,buddhist,st,yes,very fair,146.64
Wazir Kunda,30,195,heavy,private job,35.11,487.71,business,jain,general,no,bark,139.53
Jairaj Naidu,48,173,athletic,self employee,16.98,15.87,business,jain,general,yes,very fair,10.54
